term,estimate,std.error,z_statistic,p_value,component,species
p(log_observers),0.1613649634730742,NA,NA,NA,other,Periparus ater
p(duration_min),1.244362588952324e-7,NA,NA,NA,other,Periparus ater
psi(Int),-0.08814638765329473,NA,NA,NA,initial_occupancy,Mareca penelope
psi(bio4),1.2411049090630035,NA,NA,NA,initial_occupancy,Mareca penelope
psi(elev_sd),0.8244420367601092,NA,NA,NA,initial_occupancy,Mareca penelope
psi(texture_shannon),-0.1634707519839741,NA,NA,NA,initial_occupancy,Mareca penelope
psi(npp_mean),-1.0513295271198986,NA,NA,NA,initial_occupancy,Mareca penelope
psi(landcover_built),1.8247524506110102,NA,NA,NA,initial_occupancy,Mareca penelope
col(Int),-4.650119171946845,NA,NA,NA,colonization,Mareca penelope
col(block_index),1.0459380253452921,NA,NA,NA,colonization,Mareca penelope
col(built_rep),-0.45022240220161613,NA,NA,NA,colonization,Mareca penelope
col(npp_rep),1.0123535962903594,NA,NA,NA,colonization,Mareca penelope
ext(Int),-1.303058539734223,NA,NA,NA,extinction,Mareca penelope
ext(block_index),-0.502658461362412,NA,NA,NA,extinction,Mareca penelope
ext(built_rep),0.07370697423238072,NA,NA,NA,extinction,Mareca penelope
ext(bio4),0.9465873865063297,NA,NA,NA,extinction,Mareca penelope
p(Int),-3.7402015895301894,NA,NA,NA,other,Mareca penelope
p(log_events),0.7386692149002944,NA,NA,NA,other,Mareca penelope
p(log_observers),0.29889114961473523,NA,NA,NA,other,Mareca penelope
p(duration_min),2.5143122980916144e-8,NA,NA,NA,other,Mareca penelope
psi(Int),-0.17770585600723865,NA,NA,NA,initial_occupancy,Turdus eunomus
psi(bio4),0.6339602130760922,NA,NA,NA,initial_occupancy,Turdus eunomus
psi(elev_sd),0.16376615562222607,NA,NA,NA,initial_occupancy,Turdus eunomus
psi(texture_shannon),0.67229781050304,NA,NA,NA,initial_occupancy,Turdus eunomus
psi(npp_mean),-0.002136400415637253,NA,NA,NA,initial_occupancy,Turdus eunomus
psi(landcover_built),-0.10466652130059727,NA,NA,NA,initial_occupancy,Turdus eunomus
col(Int),-5.154074385928236,NA,NA,NA,colonization,Turdus eunomus
col(block_index),0.9350904097230204,NA,NA,NA,colonization,Turdus eunomus
col(built_rep),-3.1115867157804593,NA,NA,NA,colonization,Turdus eunomus
col(npp_rep),0.7731504863063733,NA,NA,NA,colonization,Turdus eunomus
ext(Int),-2.2835083446037228,NA,NA,NA,extinction,Turdus eunomus
ext(block_index),-0.15426168380521932,NA,NA,NA,extinction,Turdus eunomus
ext(built_rep),-0.014743230887353437,NA,NA,NA,extinction,Turdus eunomus
ext(bio4),0.08706072258164568,NA,NA,NA,extinction,Turdus eunomus
p(Int),-4.0708321052057075,NA,NA,NA,other,Turdus eunomus
p(log_events),1.2640207094740403,NA,NA,NA,other,Turdus eunomus
p(log_observers),-0.29106536805268796,NA,NA,NA,other,Turdus eunomus
p(duration_min),3.744628264520571e-8,NA,NA,NA,other,Turdus eunomus
psi(Int),2.3751253041195475,NA,NA,NA,initial_occupancy,Circus cyaneus
psi(bio4),11.163450963326934,NA,NA,NA,initial_occupancy,Circus cyaneus
psi(elev_sd),14.633258229284689,NA,NA,NA,initial_occupancy,Circus cyaneus
psi(texture_shannon),-4.923440636001493,NA,NA,NA,initial_occupancy,Circus cyaneus
psi(npp_mean),-3.0325469227776454,NA,NA,NA,initial_occupancy,Circus cyaneus
psi(landcover_built),-1.5563601683998427,NA,NA,NA,initial_occupancy,Circus cyaneus
col(Int),-3.8840014734969515,NA,NA,NA,colonization,Circus cyaneus
col(block_index),1.0013307854581694,NA,NA,NA,colonization,Circus cyaneus
col(built_rep),1.742822606403598,NA,NA,NA,colonization,Circus cyaneus
col(npp_rep),-1.0012791262240923,NA,NA,NA,colonization,Circus cyaneus
ext(Int),-5.5426885060189814,NA,NA,NA,extinction,Circus cyaneus
ext(block_index),0.6878677707648371,NA,NA,NA,extinction,Circus cyaneus
ext(built_rep),-1.64097457945537,NA,NA,NA,extinction,Circus cyaneus
ext(bio4),-0.5467087858644918,NA,NA,NA,extinction,Circus cyaneus
p(Int),-3.8137804191282947,NA,NA,NA,other,Circus cyaneus
p(log_events),0.721421977003333,NA,NA,NA,other,Circus cyaneus
p(log_observers),0.2709137180101252,NA,NA,NA,other,Circus cyaneus
p(duration_min),4.264384378585535e-9,NA,NA,NA,other,Circus cyaneus
psi(Int),-4.857947314272126e-13,NA,NA,NA,initial_occupancy,Aythya fuligula
psi(bio4),1.5020509551522025e-14,NA,NA,NA,initial_occupancy,Aythya fuligula
psi(elev_sd),1.9568327461632766e-14,NA,NA,NA,initial_occupancy,Aythya fuligula
psi(texture_shannon),-2.586911885136686e-14,NA,NA,NA,initial_occupancy,Aythya fuligula
psi(npp_mean),5.307986260248168e-14,NA,NA,NA,initial_occupancy,Aythya fuligula
psi(landcover_built),1.139765762496283e-13,NA,NA,NA,initial_occupancy,Aythya fuligula
col(Int),-3.821546548668449e-12,NA,NA,NA,colonization,Aythya fuligula
col(block_index),-1.0665233865742194e-11,NA,NA,NA,colonization,Aythya fuligula
col(built_rep),3.145488839855071e-13,NA,NA,NA,colonization,Aythya fuligula
col(npp_rep),3.283454533602771e-13,NA,NA,NA,colonization,Aythya fuligula
ext(Int),1.2633087491567577e-12,NA,NA,NA,extinction,Aythya fuligula
ext(block_index),2.979473792943506e-12,NA,NA,NA,extinction,Aythya fuligula
ext(built_rep),1.1151922842547024e-13,NA,NA,NA,extinction,Aythya fuligula
ext(bio4),7.839589038242756e-14,NA,NA,NA,extinction,Aythya fuligula
p(Int),-5.685124871757359e-12,NA,NA,NA,other,Aythya fuligula
p(log_events),1.8633819396866273e-12,NA,NA,NA,other,Aythya fuligula
p(log_observers),8.547495916416154e-13,NA,NA,NA,other,Aythya fuligula
p(duration_min),3.234741345225837e-10,NA,NA,NA,other,Aythya fuligula
psi(Int),0.4459162198926599,NA,NA,NA,initial_occupancy,Cuculus micropterus
psi(bio4),0.9014639727799036,NA,NA,NA,initial_occupancy,Cuculus micropterus
psi(elev_sd),0.1514957440051748,NA,NA,NA,initial_occupancy,Cuculus micropterus
psi(texture_shannon),-2.026432821899031,NA,NA,NA,initial_occupancy,Cuculus micropterus
psi(npp_mean),-1.3896609798797075,NA,NA,NA,initial_occupancy,Cuculus micropterus
psi(landcover_built),1.4541380448612493,NA,NA,NA,initial_occupancy,Cuculus micropterus
col(Int),-3.5819060292506317,NA,NA,NA,colonization,Cuculus micropterus
col(block_index),0.7398035680774193,NA,NA,NA,colonization,Cuculus micropterus
col(built_rep),-1.3667790489952008,NA,NA,NA,colonization,Cuculus micropterus
col(npp_rep),-0.07844214779382327,NA,NA,NA,colonization,Cuculus micropterus
ext(Int),-2.75083671412872,NA,NA,NA,extinction,Cuculus micropterus
ext(block_index),-0.49327473842290365,NA,NA,NA,extinction,Cuculus micropterus
ext(built_rep),0.3750179577410812,NA,NA,NA,extinction,Cuculus micropterus
ext(bio4),-4.414935554257479,NA,NA,NA,extinction,Cuculus micropterus
p(Int),-4.34203598676282,NA,NA,NA,other,Cuculus micropterus
p(log_events),1.2483737504219827,NA,NA,NA,other,Cuculus micropterus
p(log_observers),-0.24901718463513062,NA,NA,NA,other,Cuculus micropterus
p(duration_min),4.5493783935632343e-7,NA,NA,NA,other,Cuculus micropterus
psi(Int),0.07908944423171557,NA,NA,NA,initial_occupancy,Apus apus
psi(bio4),0.4975185245016274,NA,NA,NA,initial_occupancy,Apus apus
psi(elev_sd),1.315973006859448,NA,NA,NA,initial_occupancy,Apus apus
psi(texture_shannon),-0.5708972510567387,NA,NA,NA,initial_occupancy,Apus apus
psi(npp_mean),-3.4156153378420253,NA,NA,NA,initial_occupancy,Apus apus
psi(landcover_built),7.209476354719132,NA,NA,NA,initial_occupancy,Apus apus
col(Int),-3.9816927209868087,NA,NA,NA,colonization,Apus apus
col(block_index),0.5438497496125669,NA,NA,NA,colonization,Apus apus
col(built_rep),1.8047274080718572,NA,NA,NA,colonization,Apus apus
col(npp_rep),0.8396910523985089,NA,NA,NA,colonization,Apus apus
ext(Int),-4.322454184392622,NA,NA,NA,extinction,Apus apus
ext(block_index),0.3709545392366564,NA,NA,NA,extinction,Apus apus
ext(built_rep),0.563477274752231,NA,NA,NA,extinction,Apus apus
ext(bio4),-0.25208443785351886,NA,NA,NA,extinction,Apus apus
p(Int),-2.2985857996595587,NA,NA,NA,other,Apus apus
p(log_events),0.4577901524837959,NA,NA,NA,other,Apus apus
p(log_observers),0.3276689943278128,NA,NA,NA,other,Apus apus
p(duration_min),-2.5251972518465593e-7,NA,NA,NA,other,Apus apus
psi(Int),6.698637490303589,NA,NA,NA,initial_occupancy,Acrocephalus orientalis
psi(bio4),13.431880046979602,NA,NA,NA,initial_occupancy,Acrocephalus orientalis
psi(elev_sd),9.676704691883824,NA,NA,NA,initial_occupancy,Acrocephalus orientalis
psi(texture_shannon),-6.917748250026202,NA,NA,NA,initial_occupancy,Acrocephalus orientalis
psi(npp_mean),-10.20308613576853,NA,NA,NA,initial_occupancy,Acrocephalus orientalis
psi(landcover_built),26.11525173947176,NA,NA,NA,initial_occupancy,Acrocephalus orientalis
col(Int),-2.2754244547592717,NA,NA,NA,colonization,Acrocephalus orientalis
col(block_index),0.24669928713136183,NA,NA,NA,colonization,Acrocephalus orientalis
col(built_rep),-0.3482071084905217,NA,NA,NA,colonization,Acrocephalus orientalis
col(npp_rep),0.05726872598258457,NA,NA,NA,colonization,Acrocephalus orientalis
ext(Int),0.26880674086344647,NA,NA,NA,extinction,Acrocephalus orientalis
ext(block_index),-0.9149586684895699,NA,NA,NA,extinction,Acrocephalus orientalis
ext(built_rep),-0.0815601099743679,NA,NA,NA,extinction,Acrocephalus orientalis
ext(bio4),-0.36440323612815795,NA,NA,NA,extinction,Acrocephalus orientalis
p(Int),-3.453673238424971,NA,NA,NA,other,Acrocephalus orientalis
p(log_events),1.1652362478635714,NA,NA,NA,other,Acrocephalus orientalis
p(log_observers),-0.3503693790731228,NA,NA,NA,other,Acrocephalus orientalis
p(duration_min),3.218377528545489e-8,NA,NA,NA,other,Acrocephalus orientalis
psi(Int),77.22481371345296,NA,NA,NA,initial_occupancy,Ficedula albicilla
psi(bio4),61.25370771915527,NA,NA,NA,initial_occupancy,Ficedula albicilla
psi(elev_sd),1.3476489970713221,NA,NA,NA,initial_occupancy,Ficedula albicilla
psi(texture_shannon),-3.4484191218850957,NA,NA,NA,initial_occupancy,Ficedula albicilla
psi(npp_mean),-6.344726309848777,NA,NA,NA,initial_occupancy,Ficedula albicilla
psi(landcover_built),-20.34160976284837,NA,NA,NA,initial_occupancy,Ficedula albicilla
col(Int),-10.096542367350123,NA,NA,NA,colonization,Ficedula albicilla
col(block_index),2.8624519311211882,NA,NA,NA,colonization,Ficedula albicilla
col(built_rep),4.881262630759247,NA,NA,NA,colonization,Ficedula albicilla
col(npp_rep),0.15802963844421267,NA,NA,NA,colonization,Ficedula albicilla
ext(Int),-0.4208717730830979,NA,NA,NA,extinction,Ficedula albicilla
ext(block_index),-0.6275826436134955,NA,NA,NA,extinction,Ficedula albicilla
ext(built_rep),1.1551612393171664,NA,NA,NA,extinction,Ficedula albicilla
ext(bio4),-0.500620607103119,NA,NA,NA,extinction,Ficedula albicilla
p(Int),-4.805938187126815,NA,NA,NA,other,Ficedula albicilla
p(log_events),1.4481237711926274,NA,NA,NA,other,Ficedula albicilla
p(log_observers),-0.40116430352440285,NA,NA,NA,other,Ficedula albicilla
p(duration_min),1.2419245016964937e-7,NA,NA,NA,other,Ficedula albicilla
psi(Int),-0.7022535624740752,NA,NA,NA,initial_occupancy,Anas acuta
psi(bio4),1.2992540136379835,NA,NA,NA,initial_occupancy,Anas acuta
psi(elev_sd),1.1511318198953384,NA,NA,NA,initial_occupancy,Anas acuta
psi(texture_shannon),0.3851520823682323,NA,NA,NA,initial_occupancy,Anas acuta
psi(npp_mean),-1.503319497026062,NA,NA,NA,initial_occupancy,Anas acuta
psi(landcover_built),0.486889862933036,NA,NA,NA,initial_occupancy,Anas acuta
col(Int),-6.9048145520692925,NA,NA,NA,colonization,Anas acuta
col(block_index),1.783310472807101,NA,NA,NA,colonization,Anas acuta
col(built_rep),1.3450602147957336,NA,NA,NA,colonization,Anas acuta
col(npp_rep),0.3399962722876059,NA,NA,NA,colonization,Anas acuta
ext(Int),-3.0677015424957954,NA,NA,NA,extinction,Anas acuta
ext(block_index),0.16183609554306924,NA,NA,NA,extinction,Anas acuta
ext(built_rep),0.5879000479627411,NA,NA,NA,extinction,Anas acuta
ext(bio4),0.15914012456042176,NA,NA,NA,extinction,Anas acuta
p(Int),-3.5567623756469056,NA,NA,NA,other,Anas acuta
p(log_events),0.7994153885445107,NA,NA,NA,other,Anas acuta
p(log_observers),0.1262255924781036,NA,NA,NA,other,Anas acuta
p(duration_min),2.549919566663006e-7,NA,NA,NA,other,Anas acuta
psi(Int),-0.5796861189755005,NA,NA,NA,initial_occupancy,Emberiza cioides
psi(bio4),1.7357739751997214,NA,NA,NA,initial_occupancy,Emberiza cioides
psi(elev_sd),0.4664666909616363,NA,NA,NA,initial_occupancy,Emberiza cioides
psi(texture_shannon),0.2440431712526459,NA,NA,NA,initial_occupancy,Emberiza cioides
psi(npp_mean),-1.555989020843983,NA,NA,NA,initial_occupancy,Emberiza cioides
psi(landcover_built),1.1191830251818553,NA,NA,NA,initial_occupancy,Emberiza cioides
col(Int),-4.086243312660696,NA,NA,NA,colonization,Emberiza cioides
col(block_index),0.8683915238741274,NA,NA,NA,colonization,Emberiza cioides
col(built_rep),3.114174718055709,NA,NA,NA,colonization,Emberiza cioides
col(npp_rep),-0.957267898538111,NA,NA,NA,colonization,Emberiza cioides
ext(Int),-3.5141720526657068,NA,NA,NA,extinction,Emberiza cioides
ext(block_index),0.40822395159470043,NA,NA,NA,extinction,Emberiza cioides
ext(built_rep),0.36552608515658713,NA,NA,NA,extinction,Emberiza cioides
ext(bio4),-1.3600307392177589,NA,NA,NA,extinction,Emberiza cioides
p(Int),-2.597395640702308,NA,NA,NA,other,Emberiza cioides
p(log_events),0.7484925919824321,NA,NA,NA,other,Emberiza cioides
p(log_observers),-0.13379489279231982,NA,NA,NA,other,Emberiza cioides
p(duration_min),2.87079161643995e-7,NA,NA,NA,other,Emberiza cioides
psi(Int),21.73150664183192,NA,NA,NA,initial_occupancy,Pernis ptilorhynchus
psi(bio4),286.5224456497766,NA,NA,NA,initial_occupancy,Pernis ptilorhynchus
psi(elev_sd),40.100106838418775,NA,NA,NA,initial_occupancy,Pernis ptilorhynchus
psi(texture_shannon),-72.59294638140852,NA,NA,NA,initial_occupancy,Pernis ptilorhynchus
psi(npp_mean),-37.37388672239235,NA,NA,NA,initial_occupancy,Pernis ptilorhynchus
psi(landcover_built),-105.95938908338023,NA,NA,NA,initial_occupancy,Pernis ptilorhynchus
col(Int),-5.6915803349482355,NA,NA,NA,colonization,Pernis ptilorhynchus
col(block_index),1.5395804750098365,NA,NA,NA,colonization,Pernis ptilorhynchus
col(built_rep),0.8601060592547997,NA,NA,NA,colonization,Pernis ptilorhynchus
col(npp_rep),0.4595297476084122,NA,NA,NA,colonization,Pernis ptilorhynchus
ext(Int),-1.9111361156825857,NA,NA,NA,extinction,Pernis ptilorhynchus
ext(block_index),-0.17484195476571363,NA,NA,NA,extinction,Pernis ptilorhynchus
ext(built_rep),3.01716841394255,NA,NA,NA,extinction,Pernis ptilorhynchus
ext(bio4),0.3680646688019007,NA,NA,NA,extinction,Pernis ptilorhynchus
p(Int),-4.39100959405191,NA,NA,NA,other,Pernis ptilorhynchus
p(log_events),1.043937199459422,NA,NA,NA,other,Pernis ptilorhynchus
p(log_observers),-0.009749754415834297,NA,NA,NA,other,Pernis ptilorhynchus
p(duration_min),1.5933726633703873e-7,NA,NA,NA,other,Pernis ptilorhynchus
psi(Int),-0.8673630138092986,NA,NA,NA,initial_occupancy,Ixobrychus sinensis
psi(bio4),0.8309675051476395,NA,NA,NA,initial_occupancy,Ixobrychus sinensis
psi(elev_sd),-0.400822473090431,NA,NA,NA,initial_occupancy,Ixobrychus sinensis
psi(texture_shannon),0.371571293342581,NA,NA,NA,initial_occupancy,Ixobrychus sinensis
psi(npp_mean),-0.36274347999299844,NA,NA,NA,initial_occupancy,Ixobrychus sinensis
psi(landcover_built),-0.06303882499151109,NA,NA,NA,initial_occupancy,Ixobrychus sinensis
col(Int),-2.1469499109115984,NA,NA,NA,colonization,Ixobrychus sinensis
col(block_index),0.07380329483449662,NA,NA,NA,colonization,Ixobrychus sinensis
col(built_rep),-0.998049315524248,NA,NA,NA,colonization,Ixobrychus sinensis
col(npp_rep),-0.2510780142884246,NA,NA,NA,colonization,Ixobrychus sinensis
ext(Int),-1.5582713802531476,NA,NA,NA,extinction,Ixobrychus sinensis
ext(block_index),-0.7580877881948687,NA,NA,NA,extinction,Ixobrychus sinensis
ext(built_rep),0.17811586268670088,NA,NA,NA,extinction,Ixobrychus sinensis
ext(bio4),-3.843006615603666,NA,NA,NA,extinction,Ixobrychus sinensis
p(Int),-4.169699640926588,NA,NA,NA,other,Ixobrychus sinensis
p(log_events),1.3306833029805192,NA,NA,NA,other,Ixobrychus sinensis
p(log_observers),-0.31307423388085076,NA,NA,NA,other,Ixobrychus sinensis
p(duration_min),1.3798929091885575e-7,NA,NA,NA,other,Ixobrychus sinensis
psi(Int),7.501035984551017,NA,NA,NA,initial_occupancy,Alauda gulgula
psi(bio4),26.194949506065388,NA,NA,NA,initial_occupancy,Alauda gulgula
psi(elev_sd),-1.5298050851968907,NA,NA,NA,initial_occupancy,Alauda gulgula
psi(texture_shannon),-5.3872348658062865,NA,NA,NA,initial_occupancy,Alauda gulgula
psi(npp_mean),2.0499173414865135,NA,NA,NA,initial_occupancy,Alauda gulgula
psi(landcover_built),10.91314027407014,NA,NA,NA,initial_occupancy,Alauda gulgula
col(Int),-8.272402696676314,NA,NA,NA,colonization,Alauda gulgula
col(block_index),1.630806453623905,NA,NA,NA,colonization,Alauda gulgula
col(built_rep),-0.4959392953455663,NA,NA,NA,colonization,Alauda gulgula
col(npp_rep),0.26519202482856036,NA,NA,NA,colonization,Alauda gulgula
ext(Int),3.0170650781752397,NA,NA,NA,extinction,Alauda gulgula
ext(block_index),0.07130993309999847,NA,NA,NA,extinction,Alauda gulgula
ext(built_rep),11.329673468802559,NA,NA,NA,extinction,Alauda gulgula
ext(bio4),22.845312899817582,NA,NA,NA,extinction,Alauda gulgula
p(Int),-2.872147017916332,NA,NA,NA,other,Alauda gulgula
p(log_events),0.435810073460605,NA,NA,NA,other,Alauda gulgula
p(log_observers),0.42439704164529246,NA,NA,NA,other,Alauda gulgula
p(duration_min),1.7241717575884472e-7,NA,NA,NA,other,Alauda gulgula
psi(Int),-1.674731590465346,NA,NA,NA,initial_occupancy,Aegithalos glaucogularis
psi(bio4),1.429812632163881,NA,NA,NA,initial_occupancy,Aegithalos glaucogularis
psi(elev_sd),0.9381593210176761,NA,NA,NA,initial_occupancy,Aegithalos glaucogularis
psi(texture_shannon),-1.277817493474769,NA,NA,NA,initial_occupancy,Aegithalos glaucogularis
psi(npp_mean),-1.8681249021811026,NA,NA,NA,initial_occupancy,Aegithalos glaucogularis
psi(landcover_built),0.277105811297423,NA,NA,NA,initial_occupancy,Aegithalos glaucogularis
col(Int),-4.097583155906993,NA,NA,NA,colonization,Aegithalos glaucogularis
col(block_index),0.6292473776344351,NA,NA,NA,colonization,Aegithalos glaucogularis
col(built_rep),-0.37515064869297954,NA,NA,NA,colonization,Aegithalos glaucogularis
col(npp_rep),0.15529997079230803,NA,NA,NA,colonization,Aegithalos glaucogularis
ext(Int),-3.1968386846191206,NA,NA,NA,extinction,Aegithalos glaucogularis
ext(block_index),-0.5276963847546127,NA,NA,NA,extinction,Aegithalos glaucogularis
ext(built_rep),2.6545617238589356,NA,NA,NA,extinction,Aegithalos glaucogularis
ext(bio4),-10.544781982586601,NA,NA,NA,extinction,Aegithalos glaucogularis
p(Int),-2.4931395371654066,NA,NA,NA,other,Aegithalos glaucogularis
p(log_events),0.8793860947083394,NA,NA,NA,other,Aegithalos glaucogularis
p(log_observers),-0.1153332439854882,NA,NA,NA,other,Aegithalos glaucogularis
p(duration_min),1.1798972898236525e-7,NA,NA,NA,other,Aegithalos glaucogularis
psi(Int),-0.5897141445083905,NA,NA,NA,initial_occupancy,Abroscopus albogularis
psi(bio4),2.2689233559812956,NA,NA,NA,initial_occupancy,Abroscopus albogularis
psi(elev_sd),-5.66780532424746,NA,NA,NA,initial_occupancy,Abroscopus albogularis
psi(texture_shannon),1.1289029583629258,NA,NA,NA,initial_occupancy,Abroscopus albogularis
psi(npp_mean),3.0841830498033493,NA,NA,NA,initial_occupancy,Abroscopus albogularis
psi(landcover_built),-0.33818890103199706,NA,NA,NA,initial_occupancy,Abroscopus albogularis
col(Int),-4.813411988548927,NA,NA,NA,colonization,Abroscopus albogularis
col(block_index),0.5397771307667669,NA,NA,NA,colonization,Abroscopus albogularis
col(built_rep),-0.7627132172569238,NA,NA,NA,colonization,Abroscopus albogularis
col(npp_rep),0.22305034972473203,NA,NA,NA,colonization,Abroscopus albogularis
ext(Int),5.269736692080132,NA,NA,NA,extinction,Abroscopus albogularis
ext(block_index),2.3584127654413116,NA,NA,NA,extinction,Abroscopus albogularis
ext(built_rep),33.17905624698028,NA,NA,NA,extinction,Abroscopus albogularis
ext(bio4),73.41740243966889,NA,NA,NA,extinction,Abroscopus albogularis
p(Int),-3.2709572315287527,NA,NA,NA,other,Abroscopus albogularis
p(log_events),0.8254832654410342,NA,NA,NA,other,Abroscopus albogularis
p(log_observers),0.24037087379258923,NA,NA,NA,other,Abroscopus albogularis
p(duration_min),8.328417502286035e-8,NA,NA,NA,other,Abroscopus albogularis
psi(Int),-1.6075849555327455,NA,NA,NA,initial_occupancy,Monticola solitarius
psi(bio4),-0.5401886607522736,NA,NA,NA,initial_occupancy,Monticola solitarius
psi(elev_sd),-0.5876186759843405,NA,NA,NA,initial_occupancy,Monticola solitarius
psi(texture_shannon),-4.384431797853347,NA,NA,NA,initial_occupancy,Monticola solitarius
psi(npp_mean),-0.019835677153926787,NA,NA,NA,initial_occupancy,Monticola solitarius
psi(landcover_built),-10.914669922735184,NA,NA,NA,initial_occupancy,Monticola solitarius
col(Int),-4.582730527459067,NA,NA,NA,colonization,Monticola solitarius
col(block_index),0.5205783392288245,NA,NA,NA,colonization,Monticola solitarius
col(built_rep),-0.3883335843142439,NA,NA,NA,colonization,Monticola solitarius
col(npp_rep),0.19179371188896768,NA,NA,NA,colonization,Monticola solitarius
ext(Int),-9.028729588157029,NA,NA,NA,extinction,Monticola solitarius
ext(block_index),1.2920114092035944,NA,NA,NA,extinction,Monticola solitarius
ext(built_rep),5.847015355529661,NA,NA,NA,extinction,Monticola solitarius
ext(bio4),-19.29110485871383,NA,NA,NA,extinction,Monticola solitarius
p(Int),-3.4550069828048997,NA,NA,NA,other,Monticola solitarius
p(log_events),0.9152770622342393,NA,NA,NA,other,Monticola solitarius
p(log_observers),-0.11675082148232173,NA,NA,NA,other,Monticola solitarius
p(duration_min),6.432519286765953e-8,NA,NA,NA,other,Monticola solitarius
psi(Int),-1.7520020931587856,NA,NA,NA,initial_occupancy,Recurvirostra avosetta
psi(bio4),-0.17655190496427273,NA,NA,NA,initial_occupancy,Recurvirostra avosetta
psi(elev_sd),0.4879314322444908,NA,NA,NA,initial_occupancy,Recurvirostra avosetta
psi(texture_shannon),-0.30126769923350183,NA,NA,NA,initial_occupancy,Recurvirostra avosetta
psi(npp_mean),0.7014344670301242,NA,NA,NA,initial_occupancy,Recurvirostra avosetta
psi(landcover_built),0.15889999028129215,NA,NA,NA,initial_occupancy,Recurvirostra avosetta
col(Int),-3.96709966482188,NA,NA,NA,colonization,Recurvirostra avosetta
col(block_index),0.6632005226853428,NA,NA,NA,colonization,Recurvirostra avosetta
col(built_rep),-0.2587128488110885,NA,NA,NA,colonization,Recurvirostra avosetta
col(npp_rep),-0.0367078381457625,NA,NA,NA,colonization,Recurvirostra avosetta
ext(Int),-1.7944633851010434,NA,NA,NA,extinction,Recurvirostra avosetta
ext(block_index),-0.26490751000639806,NA,NA,NA,extinction,Recurvirostra avosetta
ext(built_rep),-0.5469074700280061,NA,NA,NA,extinction,Recurvirostra avosetta
ext(bio4),-0.47713472545613383,NA,NA,NA,extinction,Recurvirostra avosetta
p(Int),-2.5500105535173234,NA,NA,NA,other,Recurvirostra avosetta
p(log_events),0.5224479738326357,NA,NA,NA,other,Recurvirostra avosetta
p(log_observers),0.29193769083604854,NA,NA,NA,other,Recurvirostra avosetta
p(duration_min),9.613272978045846e-8,NA,NA,NA,other,Recurvirostra avosetta
psi(Int),0.8995275611823835,NA,NA,NA,initial_occupancy,Alauda arvensis
psi(bio4),0.34506932916268956,NA,NA,NA,initial_occupancy,Alauda arvensis
psi(elev_sd),1.6235601247458573,NA,NA,NA,initial_occupancy,Alauda arvensis
psi(texture_shannon),-2.066796719885475,NA,NA,NA,initial_occupancy,Alauda arvensis
psi(npp_mean),1.2195631107671248,NA,NA,NA,initial_occupancy,Alauda arvensis
psi(landcover_built),8.358153685729084,NA,NA,NA,initial_occupancy,Alauda arvensis
col(Int),-4.5610034811639855,NA,NA,NA,colonization,Alauda arvensis
col(block_index),0.7613845022165862,NA,NA,NA,colonization,Alauda arvensis
col(built_rep),-0.6109565638854657,NA,NA,NA,colonization,Alauda arvensis
col(npp_rep),-2.1002557069269967,NA,NA,NA,colonization,Alauda arvensis
ext(Int),-1.465586156192031,NA,NA,NA,extinction,Alauda arvensis
ext(block_index),-0.7842125224009744,NA,NA,NA,extinction,Alauda arvensis
ext(built_rep),-0.5659593896796142,NA,NA,NA,extinction,Alauda arvensis
ext(bio4),0.24950090746116538,NA,NA,NA,extinction,Alauda arvensis
p(Int),-3.1802295466000436,NA,NA,NA,other,Alauda arvensis
p(log_events),0.3979831204722748,NA,NA,NA,other,Alauda arvensis
p(log_observers),0.522417365238123,NA,NA,NA,other,Alauda arvensis
p(duration_min),-2.656334326648612e-8,NA,NA,NA,other,Alauda arvensis
psi(Int),6.68247221546267,NA,NA,NA,initial_occupancy,Accipiter trivirgatus
psi(bio4),23.353174166913874,NA,NA,NA,initial_occupancy,Accipiter trivirgatus
psi(elev_sd),-4.71594238000062,NA,NA,NA,initial_occupancy,Accipiter trivirgatus
psi(texture_shannon),-5.994551645873224,NA,NA,NA,initial_occupancy,Accipiter trivirgatus
psi(npp_mean),5.082982067787105,NA,NA,NA,initial_occupancy,Accipiter trivirgatus
psi(landcover_built),5.379730173897608,NA,NA,NA,initial_occupancy,Accipiter trivirgatus
col(Int),-6.391492178787218,NA,NA,NA,colonization,Accipiter trivirgatus
col(block_index),0.29632358605152054,NA,NA,NA,colonization,Accipiter trivirgatus
col(built_rep),-2.801721953494202,NA,NA,NA,colonization,Accipiter trivirgatus
col(npp_rep),0.28591090660585117,NA,NA,NA,colonization,Accipiter trivirgatus
ext(Int),10.298383317130867,NA,NA,NA,extinction,Accipiter trivirgatus
ext(block_index),-6.156660094778814,NA,NA,NA,extinction,Accipiter trivirgatus
ext(built_rep),26.230254202126442,NA,NA,NA,extinction,Accipiter trivirgatus
ext(bio4),6.975092811796312,NA,NA,NA,extinction,Accipiter trivirgatus
p(Int),-4.562499650916794,NA,NA,NA,other,Accipiter trivirgatus
p(log_events),0.9942280863196986,NA,NA,NA,other,Accipiter trivirgatus
p(log_observers),0.3086543671104979,NA,NA,NA,other,Accipiter trivirgatus
p(duration_min),2.3916052971662226e-7,NA,NA,NA,other,Accipiter trivirgatus
psi(Int),8.574883628288244,NA,NA,NA,initial_occupancy,Lanius tephronotus
