grid_cell,year,source_short,n_visits,n_observers,n_species,n_birding_days
223957,2013,Combined,5,1,17,5
230817,2013,Combined,17,10,111,14
184821,2013,Combined,6,2,58,3
237684,2013,Combined,18,11,86,14
161750,2013,Combined,39,1,74,39
112667,2013,Combined,10,4,49,6
165171,2013,Combined,11,4,117,10
226888,2013,Combined,1,1,7,1
147289,2013,Combined,16,12,138,13
153459,2014,Combined,39,3,110,30
289085,2014,Combined,27,13,150,17
152083,2014,Combined,39,7,66,39
148648,2014,Combined,20,11,158,15
161029,2014,Combined,7,3,131,7
230817,2014,Combined,16,13,103,13
238371,2014,Combined,16,8,107,9
219164,2014,Combined,2,1,6,2
201335,2014,Combined,16,9,97,14
221139,2014,Combined,1,1,19,1
228695,2014,Combined,4,3,68,3
161750,2014,Combined,63,1,141,63
161751,2014,Combined,12,2,102,12
152768,2014,Combined,25,19,98,23
161065,2014,Combined,60,3,199,59
165171,2014,Combined,6,1,119,6
146600,2014,Combined,1,1,31,1
292564,2014,Combined,1,1,34,1
202104,2014,Combined,2,2,8,1
227568,2014,Combined,4,3,49,4
265087,2015,Combined,1,1,10,1
214555,2015,Combined,6,2,96,3
248172,2015,Combined,1,1,1,1
161697,2015,Combined,37,5,65,35
152083,2015,Combined,21,7,87,20
126173,2015,Combined,3,2,57,3
152768,2015,Combined,29,21,104,25
126172,2015,Combined,1,1,10,1
161065,2015,Combined,62,2,173,61
228893,2015,Combined,5,5,124,5
153456,2015,Combined,63,46,99,52
152770,2015,Combined,70,38,112,62
238370,2015,Combined,26,8,124,16
186210,2015,Combined,8,2,62,8
152121,2015,Combined,1,1,8,1
193107,2015,Combined,2,2,21,2
230817,2015,Combined,14,10,90,11
185536,2015,Combined,3,2,113,3
34835,2015,Combined,2,2,41,1
93243,2015,Combined,24,2,56,12
208869,2015,Combined,1,1,19,1
165171,2015,Combined,3,2,97,3
163800,2015,Combined,3,3,87,2
161751,2015,Combined,48,3,156,41
262249,2015,Combined,5,3,42,3
234462,2015,Combined,3,3,21,2
207568,2015,Combined,1,1,25,1
227572,2015,Combined,1,1,2,1
49196,2015,Combined,1,1,8,1
161748,2015,Combined,2,2,25,2
152768,2016,Combined,43,30,102,30
244050,2016,Combined,55,30,107,46
278811,2016,Combined,1,1,1,1
161751,2016,Combined,6,2,33,6
249444,2016,Combined,2,1,44,2
121373,2016,Combined,1,1,48,1
125486,2016,Combined,4,4,13,1
164444,2016,Combined,16,10,136,13
250759,2016,Combined,2,2,15,2
153455,2016,Combined,5,5,38,5
247281,2016,Combined,8,7,123,6
152769,2016,Combined,139,40,109,104
93243,2016,Combined,16,2,75,8
237684,2016,Combined,31,14,131,21
93246,2016,Combined,6,2,31,3
238370,2016,Combined,15,10,162,12
110921,2016,Combined,1,1,56,1
170425,2016,Combined,6,2,30,3
154142,2016,Combined,28,24,66,25
152083,2016,Combined,18,6,43,18
148648,2016,Combined,54,33,190,30
163800,2016,Combined,1,1,56,1
152770,2016,Combined,115,53,140,69
176732,2016,Combined,11,8,50,8
218481,2016,Combined,4,4,24,2
234366,2016,Combined,1,1,32,1
226888,2016,Combined,1,1,17,1
193251,2017,Combined,1,1,32,1
145914,2017,Combined,8,4,48,6
152768,2017,Combined,50,38,94,42
126173,2017,Combined,6,6,69,5
152083,2017,Combined,38,22,91,31
148648,2017,Combined,69,47,212,33
51295,2017,Combined,2,1,3,2
161708,2017,Combined,63,6,173,44
230817,2017,Combined,15,9,79,6
213043,2017,Combined,10,4,52,4
201335,2017,Combined,6,4,97,4
61893,2017,Combined,4,2,70,4
153456,2017,Combined,106,70,152,82
152773,2017,Combined,4,1,84,4
149342,2017,Combined,13,12,92,9
191230,2017,Combined,11,6,54,11
165171,2017,Combined,16,10,72,8
153452,2017,Combined,2,2,27,2
182768,2017,Combined,12,4,49,3
221825,2017,Combined,9,5,34,3
270581,2017,Combined,2,2,15,2
221139,2017,Combined,10,7,67,7
269895,2017,Combined,1,1,16,1
164486,2017,Combined,5,5,43,3
163800,2017,Combined,5,5,91,1
155510,2017,Combined,18,5,115,12
188281,2017,Combined,2,2,55,2
215240,2017,Combined,3,3,9,1
152753,2017,Combined,2,1,21,2
205554,2017,Combined,2,2,20,2
244539,2017,Combined,9,5,115,6
148656,2017,Combined,36,36,56,26
192467,2018,Combined,1,1,28,1
244715,2018,Combined,2,1,29,2
230826,2018,Combined,2,2,41,2
290675,2018,Combined,4,4,64,3
186825,2018,Combined,2,2,17,1
187517,2018,Combined,1,1,5,1
212411,2018,Combined,1,1,3,1
176732,2018,Combined,7,7,48,6
176733,2018,Combined,2,2,23,2
145913,2018,Combined,3,3,50,2
240442,2018,Combined,29,15,99,24
150025,2018,Combined,27,10,108,18
152083,2018,Combined,62,30,88,32
148648,2018,Combined,200,75,254,83
130176,2018,Combined,6,2,61,3
235629,2018,Combined,1,1,51,1
209559,2018,Combined,4,4,64,1
182791,2018,Combined,17,3,85,11
115153,2018,Combined,1,1,28,1
221228,2018,Combined,3,1,60,3
218485,2018,Combined,19,11,84,12
230817,2018,Combined,30,17,103,18
229611,2018,Combined,3,3,51,3
215746,2018,Combined,2,1,13,2
101355,2018,Combined,1,1,12,1
147294,2018,Combined,43,18,55,10
201335,2018,Combined,20,6,77,11
146608,2018,Combined,7,4,44,6
208869,2018,Combined,5,4,43,3
201336,2018,Combined,4,4,122,3
245211,2018,Combined,5,5,39,4
181426,2018,Combined,1,1,22,1
183485,2018,Combined,1,1,42,1
230131,2018,Combined,3,3,21,2
181425,2018,Combined,2,2,24,2
231671,2018,Combined,2,2,21,2
165171,2018,Combined,21,9,91,14
207566,2018,Combined,45,2,71,42
185536,2018,Combined,9,5,30,6
183486,2018,Combined,11,7,76,6
149343,2018,Combined,6,6,74,3
164485,2018,Combined,93,1,117,93
220470,2018,Combined,1,1,58,1
161029,2018,Combined,26,7,211,24
147289,2018,Combined,21,9,162,12
240631,2018,Combined,9,6,38,8
153445,2018,Combined,2,1,24,2
152760,2018,Combined,36,19,70,17
258958,2018,Combined,6,3,50,2
152767,2018,Combined,3,3,20,3
151403,2018,Combined,3,3,25,3
235135,2018,Combined,3,3,34,3
148656,2018,Combined,28,28,64,21
264635,2018,Combined,9,4,55,8
149331,2018,Combined,16,12,98,6
150017,2018,Combined,9,6,93,6
208252,2018,Combined,97,1,66,97
190545,2018,Combined,4,4,38,4
152086,2018,Combined,38,20,126,32
250071,2018,Combined,2,2,16,2
54023,2018,Combined,3,2,7,3
50613,2018,Combined,6,3,33,2
149336,2018,Combined,9,8,19,9
150023,2018,Combined,7,7,13,6
152074,2018,Combined,57,30,130,30
149342,2018,Combined,22,10,106,19
145914,2018,Combined,12,11,66,8
198580,2019,Combined,4,1,29,4
223299,2019,Combined,9,6,136,9
213870,2019,Combined,44,28,138,22
253608,2019,Combined,68,44,171,30
208252,2019,Combined,58,1,47,58
176732,2019,Combined,10,9,37,7
154148,2019,Combined,1,1,27,1
150028,2019,Combined,2,2,14,2
109215,2019,Combined,19,11,107,15
149342,2019,Combined,33,18,124,23
236513,2019,Combined,8,4,81,6
237199,2019,Combined,3,1,28,3
151397,2019,Combined,214,58,244,102
152083,2019,Combined,44,30,106,27
154142,2019,Combined,119,74,111,69
287717,2019,Combined,9,8,50,5
284973,2019,Combined,1,1,18,1
191230,2019,Combined,15,11,91,14
213678,2019,Combined,7,5,76,6
167750,2019,Combined,1,1,13,1
177274,2019,Combined,3,1,62,3
152808,2019,Combined,5,4,59,5
116095,2019,Combined,3,1,30,3
238371,2019,Combined,54,31,123,26
217799,2019,Combined,4,4,22,1
218485,2019,Combined,20,17,114,9
181425,2019,Combined,3,3,33,2
181426,2019,Combined,4,2,18,2
209618,2019,Combined,1,1,24,1
219862,2019,Combined,7,4,65,6
59147,2019,Combined,5,5,60,4
184278,2019,Combined,10,4,65,4
230817,2019,Combined,23,17,121,12
213676,2019,Combined,4,4,79,4
201335,2019,Combined,7,6,88,5
182113,2019,Combined,7,5,77,6
183486,2019,Combined,16,10,118,15
229381,2019,Combined,3,3,49,3
181420,2019,Combined,15,13,86,11
149343,2019,Combined,5,4,71,5
260127,2019,Combined,7,5,80,5
117391,2019,Combined,3,3,16,1
81055,2019,Combined,1,1,29,1
150025,2019,Combined,22,14,99,19
165171,2019,Combined,11,3,58,10
186225,2019,Combined,2,2,57,1
153450,2019,Combined,1,1,35,1
153457,2019,Combined,271,73,121,178
83797,2019,Combined,1,1,25,1
149331,2019,Combined,54,22,138,25
80382,2019,Combined,2,2,49,2
81069,2019,Combined,1,1,16,1
190545,2019,Combined,4,3,33,4
199451,2019,Combined,2,1,18,2
115156,2019,Combined,1,1,4,1
240631,2019,Combined,12,9,85,8
141857,2019,Combined,30,1,44,30
250071,2019,Combined,3,2,28,2
152084,2019,Combined,41,7,135,38
153459,2019,Combined,114,10,161,102
248832,2019,Combined,49,3,96,45
224148,2019,Combined,1,1,41,1
156191,2019,Combined,28,27,79,19
241128,2019,Combined,6,5,58,5
245433,2019,Combined,7,6,29,6
235823,2019,Combined,5,3,64,5
117459,2019,Combined,5,5,62,5
146598,2020,Combined,9,8,41,2
156191,2020,Combined,37,29,87,22
189861,2020,Combined,2,2,16,2
149342,2020,Combined,20,13,111,15
156192,2020,Combined,11,10,85,9
228268,2020,Combined,14,2,62,14
147291,2020,Combined,14,12,72,7
180728,2020,Combined,1,1,17,1
188964,2020,Combined,4,1,42,4
148648,2020,Combined,214,82,244,112
152084,2020,Combined,239,15,157,209
152083,2020,Combined,112,50,118,67
153449,2020,Combined,8,4,43,5
151397,2020,Combined,475,86,248,179
156880,2020,Combined,9,6,50,7
54023,2020,Combined,4,4,40,4
265090,2020,Combined,4,4,37,3
201335,2020,Combined,13,6,96,12
179357,2020,Combined,1,1,8,1
250019,2020,Combined,3,3,66,3
181420,2020,Combined,10,8,57,8
183486,2020,Combined,17,12,84,15
203500,2020,Combined,1,1,23,1
186339,2020,Combined,4,4,63,4
149331,2020,Combined,86,46,139,34
198690,2020,Combined,1,1,21,1
235815,2020,Combined,5,4,39,4
152767,2020,Combined,8,5,36,7
52652,2020,Combined,1,1,6,1
149330,2020,Combined,3,2,28,2
165171,2020,Combined,12,6,55,6
149345,2020,Combined,4,3,42,3
191230,2020,Combined,9,7,66,8
240631,2020,Combined,35,15,85,21
150026,2020,Combined,1,1,8,1
232965,2020,Combined,6,5,133,5
162383,2020,Combined,27,6,84,21
230158,2020,Combined,1,1,11,1
152762,2020,Combined,5,3,51,4
231672,2020,Combined,7,3,45,5
188261,2020,Combined,1,1,24,1
255697,2020,Combined,6,1,6,6
147289,2020,Combined,35,23,148,21
256405,2020,Combined,5,1,5,5
228892,2020,Combined,5,4,100,5
184849,2020,Combined,7,2,72,7
260510,2020,Combined,26,2,34,26
246521,2020,Combined,3,1,45,3
188281,2020,Combined,1,1,37,1
238579,2020,Combined,3,2,55,3
109215,2020,Combined,2,1,28,2
156878,2020,Combined,3,3,31,2
243362,2020,Combined,77,20,162,57
264402,2020,Combined,24,15,145,18
147963,2020,Combined,20,15,92,12
260966,2020,Combined,3,3,26,3
259592,2020,Combined,6,5,29,5
146604,2020,Combined,6,5,72,6
273325,2020,Combined,5,4,58,5
148648,2021,Combined,248,116,266,104
153459,2021,Combined,70,18,171,58
150025,2021,Combined,114,53,177,67
157571,2021,Combined,8,1,32,8
172620,2021,Combined,2,1,30,2
152768,2021,Combined,422,113,155,244
244047,2021,Combined,159,34,225,101
249349,2021,Combined,4,4,25,1
158258,2021,Combined,55,1,74,55
152085,2021,Combined,81,29,112,61
246521,2021,Combined,13,8,83,10
149340,2021,Combined,4,1,39,4
254325,2021,Combined,1,1,1,1
70797,2021,Combined,1,1,12,1
149342,2021,Combined,40,19,132,28
154140,2021,Combined,100,32,173,78
48558,2021,Combined,2,1,3,2
155509,2021,Combined,9,6,38,9
148663,2021,Combined,2,2,17,2
135693,2021,Combined,1,1,31,1
153449,2021,Combined,18,7,47,7
176732,2021,Combined,12,10,28,8
152074,2021,Combined,48,27,120,24
152083,2021,Combined,189,73,141,85
241816,2021,Combined,18,5,92,16
202120,2021,Combined,8,4,133,7
241815,2021,Combined,5,1,21,5
152084,2021,Combined,224,28,162,171
191230,2021,Combined,53,19,139,45
154148,2021,Combined,4,4,26,3
152769,2021,Combined,564,142,219,229
151397,2021,Combined,716,142,280,239
114720,2021,Combined,2,2,23,2
115406,2021,Combined,6,6,78,4
79697,2021,Combined,2,2,26,2
238370,2021,Combined,53,21,169,32
230817,2021,Combined,4,2,48,4
182798,2021,Combined,1,1,9,1
219862,2021,Combined,19,3,76,10
147294,2021,Combined,37,16,74,22
177301,2021,Combined,7,4,53,7
133564,2021,Combined,1,1,14,1
181420,2021,Combined,18,15,90,13
201335,2021,Combined,12,8,94,12
210929,2021,Combined,4,4,38,4
165171,2021,Combined,21,10,97,14
147279,2021,Combined,7,1,18,7
152770,2021,Combined,600,158,223,260
183486,2021,Combined,15,10,87,10
206155,2021,Combined,2,2,39,1
203500,2021,Combined,19,6,64,18
152760,2021,Combined,35,25,90,23
148657,2021,Combined,51,13,118,48
222081,2021,Combined,1,1,81,1
150022,2021,Combined,3,3,9,2
236997,2021,Combined,3,3,72,3
190545,2021,Combined,29,18,84,23
231672,2021,Combined,6,3,40,6
188471,2021,Combined,1,1,12,1
152767,2021,Combined,11,7,47,9
156887,2021,Combined,6,3,26,4
152080,2021,Combined,98,48,102,57
250759,2021,Combined,4,2,19,4
150027,2021,Combined,20,5,86,20
268053,2021,Combined,1,1,4,1
196710,2021,Combined,3,1,19,3
292735,2021,Combined,26,11,130,23
247488,2021,Combined,6,1,26,6
204176,2021,Combined,61,2,93,50
151396,2021,Combined,24,11,107,21
147282,2021,Combined,3,1,33,3
260126,2021,Combined,34,12,173,30
232385,2021,Combined,1,1,17,1
283615,2021,Combined,26,10,119,20
246132,2021,Combined,2,1,2,2
110350,2021,Combined,1,1,17,1
247883,2021,Combined,9,8,72,8
190335,2021,Combined,3,1,49,3
156191,2021,Combined,54,43,98,31
245143,2021,Combined,6,6,38,4
156192,2021,Combined,23,22,89,18
239944,2021,Combined,49,3,69,47
190335,2022,Combined,7,4,84,6
234459,2022,Combined,13,4,30,12
156191,2022,Combined,49,40,98,27
233765,2022,Combined,23,10,90,19
181420,2022,Combined,59,44,115,30
152773,2022,Combined,81,49,142,49
148657,2022,Combined,85,12,115,79
151396,2022,Combined,57,26,111,43
152080,2022,Combined,125,79,116,56
237001,2022,Combined,28,19,128,21
239787,2022,Combined,2,1,40,2
233074,2022,Combined,4,2,37,4
249255,2022,Combined,3,3,4,1
260530,2022,Combined,7,4,72,7
185650,2022,Combined,3,3,90,3
248807,2022,Combined,5,3,59,5
190355,2022,Combined,1,1,11,1
239797,2022,Combined,3,3,17,3
147282,2022,Combined,10,1,51,10
141184,2022,Combined,38,1,69,38
181417,2022,Combined,13,1,73,13
149339,2022,Combined,23,16,67,19
149348,2022,Combined,27,26,68,7
152769,2022,Combined,877,190,243,278
151400,2022,Combined,22,5,107,21
152770,2022,Combined,630,153,241,245
68061,2022,Combined,4,2,36,4
149340,2022,Combined,28,13,76,19
149341,2022,Combined,30,26,57,14
147289,2022,Combined,85,45,218,51
250759,2022,Combined,2,1,24,2
154140,2022,Combined,219,69,252,137
152083,2022,Combined,373,137,163,118
148648,2022,Combined,397,146,288,137
192468,2022,Combined,16,1,89,16
116775,2022,Combined,4,3,48,4
250071,2022,Combined,8,6,38,8
150710,2022,Combined,8,2,52,8
147291,2022,Combined,49,32,155,30
154142,2022,Combined,266,97,148,112
154146,2022,Combined,123,60,184,61
154138,2022,Combined,3,1,63,3
150025,2022,Combined,115,55,181,57
191230,2022,Combined,64,8,114,61
152084,2022,Combined,289,52,174,194
146604,2022,Combined,81,48,175,38
239062,2022,Combined,2,2,54,1
250067,2022,Combined,1,1,13,1
153457,2022,Combined,433,59,127,261
152088,2022,Combined,18,4,88,17
238371,2022,Combined,36,20,162,28
231594,2022,Combined,2,2,12,2
201336,2022,Combined,7,1,61,7
247281,2022,Combined,5,5,69,3
185536,2022,Combined,11,5,37,10
175242,2022,Combined,10,8,65,10
116773,2022,Combined,3,3,49,3
213678,2022,Combined,4,3,67,4
173310,2022,Combined,2,1,22,2
191736,2022,Combined,83,11,112,60
230321,2022,Combined,36,5,67,29
152768,2022,Combined,420,132,188,185
190545,2022,Combined,15,9,72,15
152767,2022,Combined,26,15,81,17
165171,2022,Combined,37,7,109,22
152085,2022,Combined,87,42,143,66
153459,2022,Combined,91,23,194,70
186339,2022,Combined,1,1,76,1
270593,2022,Combined,2,1,66,2
150707,2022,Combined,13,9,72,8
196023,2022,Combined,5,1,26,5
147975,2022,Combined,23,14,149,19
237193,2022,Combined,18,5,88,16
150021,2022,Combined,3,2,27,3
146601,2022,Combined,3,3,29,2
140459,2022,Combined,1,1,11,1
233073,2022,Combined,17,2,49,17
235134,2022,Combined,1,1,18,1
163117,2022,Combined,4,2,33,4
143889,2022,Combined,3,1,41,3
248699,2022,Combined,1,1,26,1
149345,2022,Combined,27,23,125,12
246646,2022,Combined,3,1,42,3
224142,2022,Combined,2,2,37,1
193151,2022,Combined,50,1,62,50
162383,2022,Combined,100,11,162,81
233077,2022,Combined,76,9,166,57
236439,2022,Combined,4,2,37,4
254336,2022,Combined,7,2,21,6
235631,2022,Combined,7,4,42,5
190411,2022,Combined,4,1,35,4
250717,2022,Combined,1,1,6,1
261196,2022,Combined,20,9,60,15
243185,2022,Combined,1,1,13,1
190410,2022,Combined,2,1,10,2
152086,2022,Combined,107,59,120,60
226887,2022,Combined,23,19,132,15
191782,2022,Combined,5,1,40,5
180740,2022,Combined,1,1,26,1
147282,2023,Combined,5,2,40,5
156191,2023,Combined,52,49,102,28
260529,2023,Combined,27,6,166,24
221302,2023,Combined,1,1,74,1
259745,2023,Combined,9,9,72,6
152086,2023,Combined,161,105,152,80
143168,2023,Combined,2,2,34,2
233751,2023,Combined,7,3,68,7
177300,2023,Combined,6,4,40,6
149348,2023,Combined,9,4,64,8
292036,2023,Combined,5,5,35,5
51991,2023,Combined,5,4,26,4
228961,2023,Combined,5,4,58,5
147962,2023,Combined,34,24,184,28
182790,2023,Combined,2,2,31,2
147949,2023,Combined,2,2,27,2
150024,2023,Combined,81,66,75,31
196709,2023,Combined,61,14,155,52
123635,2023,Combined,2,2,35,2
181417,2023,Combined,29,8,91,25
113770,2023,Combined,12,4,123,11
233763,2023,Combined,4,4,41,4
181420,2023,Combined,70,59,124,38
230321,2023,Combined,35,7,83,29
126173,2023,Combined,11,10,56,8
232890,2023,Combined,57,33,203,37
174752,2023,Combined,34,24,180,28
124800,2023,Combined,17,15,95,5
123418,2023,Combined,21,18,34,11
151398,2023,Combined,428,138,288,189
143224,2023,Combined,14,8,126,12
115835,2023,Combined,3,3,31,2
121373,2023,Combined,4,4,74,4
152083,2023,Combined,468,188,189,144
151397,2023,Combined,1182,334,322,276
152772,2023,Combined,19,14,84,19
261809,2023,Combined,95,25,130,45
150027,2023,Combined,4,4,30,4
116512,2023,Combined,8,3,100,8
245816,2023,Combined,6,5,42,6
174065,2023,Combined,3,1,93,3
154830,2023,Combined,62,38,128,50
149331,2023,Combined,133,92,209,61
147289,2023,Combined,61,45,212,35
147975,2023,Combined,27,21,172,19
146604,2023,Combined,35,32,120,14
186242,2023,Combined,38,7,182,33
133648,2023,Combined,13,10,88,11
249390,2023,Combined,4,3,46,4
150707,2023,Combined,23,21,88,13
154142,2023,Combined,541,243,182,222
152084,2023,Combined,585,163,222,247
102320,2023,Combined,1,1,19,1
201335,2023,Combined,32,22,141,17
113769,2023,Combined,26,18,137,24
213677,2023,Combined,24,9,115,12
238371,2023,Combined,97,67,211,55
237684,2023,Combined,103,71,224,58
165171,2023,Combined,50,22,120,31
236997,2023,Combined,34,24,98,28
236998,2023,Combined,7,6,64,7
254912,2023,Combined,9,2,94,7
116777,2023,Combined,1,1,9,1
128084,2023,Combined,4,2,58,3
230131,2023,Combined,12,12,67,9
230817,2023,Combined,3,2,53,3
117459,2023,Combined,20,17,91,14
177301,2023,Combined,14,3,38,8
109664,2023,Combined,11,6,38,7
231520,2023,Combined,3,1,50,3
137676,2023,Combined,7,5,66,5
117460,2023,Combined,7,7,61,7
116775,2023,Combined,6,6,71,4
116776,2023,Combined,8,8,61,6
143156,2023,Combined,25,22,83,16
130133,2023,Combined,1,1,2,1
251356,2023,Combined,1,1,4,1
252059,2023,Combined,1,1,51,1
137758,2023,Combined,13,7,49,8
137675,2023,Combined,3,3,42,3
182800,2023,Combined,3,1,64,3
113347,2023,Combined,22,19,45,20
67842,2023,Combined,1,1,77,1
219176,2023,Combined,3,2,53,3
164486,2023,Combined,14,5,138,14
229381,2023,Combined,25,14,99,16
101398,2023,Combined,3,1,6,3
198588,2023,Combined,1,1,8,1
250031,2023,Combined,3,3,33,1
149330,2023,Combined,18,13,140,10
161709,2023,Combined,81,59,186,42
162395,2023,Combined,13,12,126,11
161029,2023,Combined,14,7,204,11
149345,2023,Combined,31,11,200,26
160336,2023,Combined,53,15,193,43
161710,2023,Combined,73,47,193,28
195331,2023,Combined,3,1,20,3
196018,2023,Combined,5,2,32,5
152767,2023,Combined,12,9,56,12
115826,2023,Combined,12,2,120,12
185648,2023,Combined,5,5,39,5
203500,2023,Combined,21,7,58,19
160334,2023,Combined,154,75,254,69
151396,2023,Combined,48,27,142,35
223457,2023,Combined,2,2,59,2
266006,2023,Combined,11,2,14,10
191736,2023,Combined,142,38,124,97
259753,2023,Combined,3,3,20,2
162383,2023,Combined,255,45,218,145
231672,2023,Combined,12,5,84,11
150706,2023,Combined,1,1,7,1
204188,2023,Combined,1,1,24,1
245423,2023,Combined,30,11,78,29
228846,2023,Combined,2,2,22,2
228847,2023,Combined,1,1,14,1
189633,2023,Combined,9,1,126,9
261120,2023,Combined,26,16,116,21
238388,2023,Combined,7,4,38,6
270594,2023,Combined,11,2,108,7
148657,2023,Combined,182,29,145,143
114456,2023,Combined,2,2,42,2
250759,2023,Combined,4,2,20,4
250761,2023,Combined,3,2,14,3
233760,2023,Combined,7,4,62,7
112667,2023,Combined,4,4,41,3
231014,2023,Combined,7,4,64,7
151401,2023,Combined,7,7,107,6
196023,2023,Combined,16,6,89,15
233761,2023,Combined,23,10,89,21
196710,2023,Combined,34,5,119,33
195876,2023,Combined,10,3,54,10
149332,2023,Combined,28,24,172,22
239866,2023,Combined,79,24,178,58
232204,2023,Combined,3,3,47,3
237194,2023,Combined,53,13,146,47
152121,2023,Combined,10,2,56,10
149340,2023,Combined,33,21,109,23
231002,2023,Combined,6,5,38,4
85929,2023,Combined,8,5,65,4
246521,2023,Combined,12,12,62,9
247209,2023,Combined,27,19,79,10
305040,2023,Combined,7,4,26,7
217843,2023,Combined,11,9,85,6
204863,2023,Combined,8,8,53,8
228255,2023,Combined,48,41,138,33
234451,2023,Combined,57,41,90,48
113085,2023,Combined,7,1,45,7
245143,2023,Combined,8,8,15,5
245211,2023,Combined,9,9,45,8
226884,2023,Combined,7,7,42,5
260530,2023,Combined,19,4,159,17
239927,2023,Combined,1,1,2,1
233061,2023,Combined,35,27,124,21
189813,2023,Combined,1,1,20,1
190500,2023,Combined,1,1,20,1
149343,2023,Combined,23,21,113,16
228183,2023,Combined,9,4,35,9
212497,2023,Combined,3,3,26,3
213870,2023,Combined,51,38,182,35
213184,2023,Combined,9,8,95,6
235149,2023,Combined,190,108,127,92
276951,2023,Combined,11,10,83,5
189860,2023,Combined,13,6,37,13
260127,2023,Combined,34,19,124,22
259441,2023,Combined,14,10,106,12
190335,2023,Combined,9,5,101,9
248172,2023,Combined,24,19,66,10
248854,2023,Combined,19,2,23,19
153461,2023,Combined,29,20,137,22
206878,2023,Combined,3,3,55,1
208935,2023,Combined,2,1,49,2
176735,2024,Combined,18,12,106,12
174751,2024,Combined,99,77,206,42
230329,2024,Combined,60,22,124,52
219361,2024,Combined,28,23,118,24
235828,2024,Combined,21,7,118,19
141160,2024,Combined,2,2,57,2
164245,2024,Combined,13,11,69,11
118798,2024,Combined,5,5,20,4
233765,2024,Combined,143,75,131,94
115350,2024,Combined,1,1,14,1
191736,2024,Combined,384,64,153,188
151396,2024,Combined,370,100,233,218
196023,2024,Combined,15,6,76,12
134328,2024,Combined,186,77,149,108
190335,2024,Combined,25,21,105,17
195876,2024,Combined,47,2,140,45
191781,2024,Combined,3,1,24,3
202119,2024,Combined,52,38,151,23
152769,2024,Combined,2279,774,276,351
155515,2024,Combined,11,9,57,9
148657,2024,Combined,277,42,149,144
237187,2024,Combined,6,4,41,5
178807,2024,Combined,5,1,29,5
163069,2024,Combined,285,51,199,160
111904,2024,Combined,2,2,33,2
162260,2024,Combined,1,1,4,1
151397,2024,Combined,1875,629,309,290
213870,2024,Combined,117,78,213,47
213184,2024,Combined,18,15,94,10
232961,2024,Combined,82,44,210,43
203568,2024,Combined,124,15,127,117
137038,2024,Combined,28,5,101,28
154146,2024,Combined,612,209,233,237
231696,2024,Combined,208,47,203,115
235139,2024,Combined,322,102,210,171
236513,2024,Combined,8,6,53,5
132957,2024,Combined,11,10,43,9
154140,2024,Combined,1521,498,316,290
233073,2024,Combined,86,25,138,67
111954,2024,Combined,24,8,87,12
237011,2024,Combined,2,2,44,1
169740,2024,Combined,2,1,18,2
195878,2024,Combined,6,4,85,6
202121,2024,Combined,36,21,165,19
152086,2024,Combined,315,241,143,98
149343,2024,Combined,173,53,173,123
233772,2024,Combined,59,29,111,39
202120,2024,Combined,75,51,174,39
106471,2024,Combined,33,24,104,18
254298,2024,Combined,10,10,109,7
226206,2024,Combined,37,19,91,37
152766,2024,Combined,44,40,55,28
191914,2024,Combined,33,4,92,33
232197,2024,Combined,9,4,51,4
204186,2024,Combined,48,20,95,35
102317,2024,Combined,1,1,1,1
133648,2024,Combined,39,33,86,27
111976,2024,Combined,19,6,73,18
161566,2024,Combined,13,5,118,12
164313,2024,Combined,295,34,173,242
132932,2024,Combined,2,1,24,2
163117,2024,Combined,102,39,156,78
171133,2024,Combined,4,1,28,4
150679,2024,Combined,3,2,20,3
230827,2024,Combined,5,4,59,5
189093,2024,Combined,6,4,27,6
143221,2024,Combined,25,18,191,20
167156,2024,Combined,1,1,11,1
197247,2024,Combined,1,1,7,1
171267,2024,Combined,4,2,29,4
233077,2024,Combined,317,90,185,178
267379,2024,Combined,13,10,73,11
108542,2024,Combined,1,1,14,1
223457,2024,Combined,16,12,107,10
224144,2024,Combined,1,1,23,1
223986,2024,Combined,15,13,93,10
224143,2024,Combined,8,7,63,6
232890,2024,Combined,90,56,208,57
232204,2024,Combined,3,3,44,3
152098,2024,Combined,7,1,56,7
238542,2024,Combined,2,2,3,2
235823,2024,Combined,30,18,160,28
164486,2024,Combined,59,21,166,48
109664,2024,Combined,10,7,15,9
154136,2024,Combined,41,39,54,27
116773,2024,Combined,60,51,103,34
231708,2024,Combined,32,17,89,30
113084,2024,Combined,2,2,23,2
219175,2024,Combined,9,5,42,9
217285,2024,Combined,53,34,152,25
195252,2024,Combined,15,11,47,12
123418,2024,Combined,47,36,65,27
233718,2024,Combined,2,2,54,2
228255,2024,Combined,272,115,192,149
122749,2024,Combined,1,1,6,1
224141,2024,Combined,12,10,67,6
151398,2024,Combined,1086,448,291,249
147975,2024,Combined,47,36,184,31
113085,2024,Combined,2,1,23,2
118632,2024,Combined,1,1,9,1
234448,2024,Combined,30,25,82,18
234449,2024,Combined,37,18,69,34
160343,2024,Combined,8,7,105,8
163627,2024,Combined,38,10,97,34
237200,2024,Combined,17,5,85,15
166453,2024,Combined,5,4,78,5
154148,2024,Combined,90,33,182,62
222081,2024,Combined,2,2,16,2
152082,2024,Combined,221,38,148,164
115835,2024,Combined,10,6,72,10
197248,2024,Combined,36,8,128,35
167874,2024,Combined,8,6,113,8
